Label	Story
__label__8	"As a member of the HR leadership team, I need to define the business owners per workstream lead in order to accurately assign teams."
__label__8	"As a team lead, I need to understand the product support requirements in order to meet production support needs."
__label__8	"As a team lead, I need to to define the workstream teams in order to accurately assign work."
__label__8	"As a team lead, I need to order ClientABC laptops for my team members so that they are able to work in multiple locations."
__label__8	"As a team lead, I need to define my team members roles so that they can be included in the correct meetings and conversations."
__label__8	"As a team member, I need to add my upcoming vacation and holiday to a team on site calendar so that my team is aware of any upcoming absences."
__label__8	"As a team lead, I want to see my when my team will be out of office on a calendar so that I can prepare for their absence."
__label__8	"As a team lead, I need to design a room layout for conference room 5 so that my team has a collaborative place to work."
__label__8	"As a team lead, I need to determine who should be in each daily standup so that my resources are understanding what they need to do for the day."
__label__8	"As a team lead, I need to determine a meeting cadence, location, and audience for daily standups so that my team can be available at the necessary times."
__label__317	"EF_INT_048 [Validate] As a ClientABC Employee, I want to validate the Roles and Entitlements integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__317	"EF_INT_048 [Build] As a ClientABC Employee, I want to build the Roles and Entitlements integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__317	"EF_INT_048 [Technical Design] As a ClientABC Employee, I want to design the Roles and Entitlements integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__317	"EF_INT_048 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Roles and Entitlements integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__252	"As a SPC tester, I want create test script for Asset Life cycle Management so that testing can be performed using the test script"
__label__252	"As a Integration developer, I want to design the data mapping of Asset Meter Tag, so that we can map the Asset Meter Tag from GDAQ system to SPC Maximo(INT-18)"
__label__252	"As a Integration developer, I want to develop the integration structure so that I can map the Asset Meter Tag from GDAQ system to SPC Maximo(INT-18)"
__label__252	"As a Integration developer, I want to design the data mapping of Asset Meter Tag, so that we can map the Asset Meter Tag from GDAQ system to SPC Maximo(INT-18)"
__label__252	"As an integration developer, I want to develop the integration structure so that I can map the Asset Meter Tag from GDAQ system to SPC Maximo(INT-18)"
__label__252	"As an integration developer, I want to design the data mapping of Asset Meter Tag, so that we can map the Asset Meter Tag from GDAQ system to SPC Maximo(INT-18)"
__label__190	"As a HR analyst, I want to align with HR and validate that potential changes to the contingent workers process in the future are taken into account so that we can continue onboarding contractors"
__label__190	"As a HR analyst, I want to align with HR and validate that potential changes to the contingent workers process in the future are taken into account so that we can continue onboarding contractors"
__label__190	"As a SPC tester, I want create test script for completing corrective maintenance work so that testing can be performed using the test script"
__label__190	"As a developer, I want to conduct a map session with Projects to define the ability to charge for Reimbursable Work, so that the system operates in the desired way."
__label__190	"As a SPC tester, I want create test script for completing corrective maintenance work so that testing can be performed using the test script"
__label__190	"As a developer, I want to conduct a map session with Projects to define the ability to charge for Reimbursable Work, so that the system operates in the desired way."
__label__257	"As a SPC tester, I want create test script for executing corrective maintenance work so that testing can be performed using the test script"
__label__257	"As a Integration developer, I want to design the data mapping for P2P Process WO from SPC Maximo to BuyerQuest(INT-14) so that I can make the necessary changes"
__label__257	"As a SPC tester, I want create test script for executing corrective maintenance work so that testing can be performed using the test script"
__label__257	"As an Integration developer, I want to develop the integration structure So that I can map P2P Process WO from SPC Maximo to BuyerQuest(INT-14)"
__label__257	"As an Integration developer, I want to develop the integration structure So that I can map BuyerQuest WO from BuyerQuest to SPC Maximo(INT-12)"
__label__257	"As a Integration developer, I want to design the data mapping so that I can map BuyerQuest WO from BuyerQuest to SPC Maximo(INT-12)"
__label__257	"As a Integration developer, I want to design the data mapping for P2P Process WO from SPC Maximo to BuyerQuest(INT-14) so that I can make the necessary changes"
__label__257	"As an integration developer, I want to develop the integration structure so that I can map BuyerQuest WO from BuyerQuest to SPC Maximo(INT-12)"
__label__257	"As an integration developer, I want to develop the integration structure so that I can map P2P Process WO from SPC Maximo to BuyerQuest(INT-14)"
__label__257	"As an integration developer, I want to design the data mapping so that I can map BuyerQuest WO from BuyerQuest to SPC Maximo(INT-12)"
__label__257	"As an integration developer, I want to design the data mapping for P2P Process WO from SPC Maximo to BuyerQuest(INT-14) so that I can make the necessary changes"
__label__37	"As a scrum master, I will define the Task derivation and mapping with AFT so that I can successfully do business Procurement Transactions"
__label__37	"As a SPC tester, I want create test script for initiating capital project work so that testing can be performed using the test script"
__label__37	"As a SPC developer, I want to review a list of values for the reimbursable type so that I can ensure correct modifications are being made in the future."
__label__37	"As a SPC developer, I want to add new data based on POET to the self perform O&M application, so that the application process operated efficiently and effectively."
__label__37	"As a SPC developer, I want to clean up the data required to enter a self perform O&M application, so that the application is faster for the end user."
__label__37	"As a SPC developer, I want to make database changes including relations required, conditions to the objects supporting self-perform O&M applications, so that the application process is more effective and efficient."
__label__37	"As a SPC developer, I want to include the Reimbursable Type at Juno Sites for Work Order Class Workorder and Activity, so that the work orders will be more complete and effective."
__label__37	"As a SPC developer, I want to modify GLAccountforMWOs.py to support changes so that the POET string changes based on the reimbursement type condition changes on Work Order Task"
__label__37	"As a SPC developer, I want to modify GLAccountforMWOs.py to support changes so that the POET string changes based on the reimbursement type condition changes on Work Order"
__label__37	"As a SPC developer, I want modify GLAccountforMWOs.py to support changes so that the POET string changes based on the reimbursement type condition when I create a work order from PM"
__label__37	"As a Integration developer, I want to design the data mapping for outage planning(Work Orders, Tasks & Assignments) from Microsoft Project(Maxavera) to SPC Maximo and vice versa(INT-15) so that I can make the necessary changes"
__label__37	"As a SPC tester, I want create test script for initiating capital project work so that testing can be performed using the test script"
__label__37	"As a SPC developer, I want to review a list of values for the reimbursable type so that I can ensure correct modifications are being made in the future."
__label__37	"As a SPC developer, I want to add new data based on POET to the self perform O&M application, so that the application process operated efficiently and effectively."
__label__37	"As a SPC developer, I want to clean up the data required to enter a self perform O&M application, so that the application is faster for the end user."
__label__37	"As a SPC developer, I want to make database changes including relations required, conditions to the objects supporting self-perform O&M applications, so that the application process is more effective and efficient."
